season,version,episode_number_overall,episode,episode_label,episode_date,viewers,imdb_rating,n_ratings
33,US,462,9,Ep 9,2016-11-16,8490000,7.7,159
33,US,463,10,Ep 10,2016-11-23,7740000,8.9,186
33,US,464,11,Ep 11,2016-11-30,8860000,8.2,163
33,US,465,12,Ep 12,2016-12-07,8500000,7.8,153
33,US,466,13,Finale,2016-12-14,9090000,8.4,185
34,US,467,1,Ep 1,2017-03-08,7640000,8.4,190
34,US,468,2,Ep 2,2017-03-15,7870000,7.6,144
34,US,469,3,Ep 3,2017-03-22,8100000,8.9,179
34,US,470,4,Ep 4,2017-03-29,8260000,8.3,148
34,US,471,5,Ep 5,2017-04-05,8400000,8,140
34,US,472,6,Ep 6,2017-04-12,8310000,8.3,167
34,US,473,7,Ep 7,2017-04-19,7920000,7.8,131
34,US,474,8,Ep 8,2017-04-26,8490000,8.1,129
34,US,475,9,Ep 9,2017-05-03,8260000,7.5,127
34,US,476,10,Ep 10,2017-05-10,8300000,7.3,121
34,US,477,11,Ep 11,2017-05-17,8270000,8,126
34,US,478,12,Finale,2017-05-24,8480000,7.9,130
35,US,479,1,Ep 1,2017-09-27,8330000,7.1,146
35,US,480,2,Ep 2,2017-10-04,8150000,6.8,119
35,US,481,3,Ep 3,2017-10-11,8020000,6.9,115
35,US,482,4,Ep 4,2017-10-18,8120000,7.6,124
35,US,483,5,Ep 5,2017-10-25,8220000,7.1,119
35,US,484,6,Ep 6,2017-11-01,7690000,6.9,118
35,US,485,7,Ep 7,2017-11-08,7820000,7.4,119
35,US,486,8,Ep 8,2017-11-15,8850000,7.4,111
35,US,487,9,Ep 9,2017-11-22,7420000,7.3,109
35,US,488,10,Ep 10,2017-11-29,8270000,8.2,133
35,US,489,11,Ep 11,2017-12-06,8960000,8.2,129
35,US,490,12,Ep 12,2017-12-13,8740000,7.8,118
35,US,491,13,Finale,2017-12-20,8700000,7.3,141
36,US,492,1,Ep 1,2018-02-28,8190000,7.5,158
36,US,493,2,Ep 2,2018-03-07,8230000,7.4,129
36,US,494,3,Ep 3,2018-03-14,8390000,7.9,130
36,US,495,4,Ep 4,2018-03-21,8610000,6.9,123
36,US,496,5,Ep 5,2018-03-28,8150000,6.9,122
36,US,497,6,Ep 6,2018-04-04,8420000,7.4,119
36,US,498,7,Ep 7,2018-04-11,7970000,8,125
36,US,499,8,Ep 8,2018-04-18,7730000,7.4,119
36,US,500,9,Ep 9,2018-04-25,7810000,7.4,119
36,US,501,10,Ep 10,2018-05-02,7840000,7.2,121
36,US,502,11,Ep 11,2018-05-09,7740000,7,106
36,US,503,12,Ep 12,2018-05-16,7540000,6.8,112
36,US,504,13,Finale,2018-05-23,7310000,7.5,122
37,US,505,1,Ep 1,2018-09-26,7830000,8.1,347
37,US,506,2,Ep 2,2018-10-03,7270000,7.6,306
37,US,507,3,Ep 3,2018-10-10,7650000,7.7,300
37,US,508,4,Ep 4,2018-10-17,7210000,8.1,274
37,US,509,5,Ep 5,2018-10-24,7370000,8.1,289
37,US,510,6,Ep 6,2018-10-31,7060000,7.6,297
37,US,511,7,Ep 7,2018-11-07,7690000,8,294
37,US,512,8,Ep 8,2018-11-14,7200000,9,346
37,US,513,9,Ep 9,2018-11-21,7090000,8.8,338
37,US,514,10,Ep 10,2018-11-28,7600000,8.1,305
37,US,515,11,Ep 11,2018-12-05,7510000,8.3,306
37,US,516,12,Ep 12,2018-12-12,7770000,8,298
37,US,517,13,Finale,2018-12-19,7720000,8,297
38,US,518,1,Ep 1,2019-02-20,7750000,7.6,287
38,US,519,2,Ep 2,2019-02-27,7070000,7.5,253
38,US,520,3,Ep 3,2019-03-06,7250000,7.5,251
38,US,521,4,Ep 4,2019-03-13,7530000,7.9,280
38,US,522,5,Ep 5,2019-03-20,7050000,8.2,291
38,US,523,6,Ep 6,2019-03-27,7750000,7.8,287
38,US,524,7,Ep 7,2019-04-03,7410000,8.3,290
38,US,525,8,Ep 8,2019-04-10,7590000,8.6,268
38,US,526,9,Ep 9,2019-04-17,7890000,7.6,275
38,US,527,10,Ep 10,2019-04-24,7500000,7.7,267
38,US,528,11,Ep 11,2019-05-01,7340000,8.3,256
38,US,529,12,Ep 12,2019-05-08,7280000,7.6,262
38,US,530,13,Finale,2019-05-15,7210000,7.3,301
39,US,531,1,Ep 1,2019-09-25,6290000,7.5,168
39,US,532,2,Ep 2,2019-10-02,6570000,7.7,140
39,US,533,3,Ep 3,2019-10-09,6510000,7.3,133
39,US,534,4,Ep 4,2019-10-16,6910000,7.8,127
39,US,535,5,Ep 5,2019-10-23,6820000,7.1,129
39,US,536,6,Ep 6,2019-10-30,6370000,8.1,142
39,US,537,7,Ep 7,2019-11-06,6820000,8,129
39,US,538,8,Ep 8,2019-11-13,6070000,5.3,234
39,US,539,9,Ep 9,2019-11-20,6630000,7.5,127
39,US,540,10,Ep 10,2019-11-27,6480000,7.7,124
39,US,541,11,Ep 11,2019-12-04,6860000,6.8,124
39,US,542,12,Ep 12,2019-12-11,6820000,7.1,109
39,US,543,13,Finale,2019-12-18,6520000,7.3,111
40,US,544,1,Ep 1,2020-02-12,6680000,8.8,293
40,US,545,2,Ep 2,2020-02-19,7160000,8.2,200
40,US,546,3,Ep 3,2020-02-26,7140000,8.1,190
40,US,547,4,Ep 4,2020-03-04,7080000,8,188
40,US,548,5,Ep 5,2020-03-11,6910000,8,176
40,US,549,6,Ep 6,2020-03-18,7830000,8.8,219
40,US,550,7,Ep 7,2020-03-25,8180000,7.6,180
40,US,551,8,Ep 8,2020-04-01,8230000,8.1,173
40,US,552,9,Ep 9,2020-04-08,7850000,8.7,204
40,US,553,10,Ep 10,2020-04-15,8140000,8.1,225
40,US,554,11,Ep 11,2020-04-22,8160000,8.9,246
40,US,555,12,Ep 12,2020-04-29,8080000,8.4,181
40,US,556,13,Ep 13,2020-05-06,7570000,8.2,172
40,US,557,14,Finale,2020-05-13,7940000,8.9,258
41,US,558,1,Ep 1,2021-09-22,6250000,4.9,657
41,US,559,2,Ep 2,2021-09-29,5900000,5.6,365
41,US,560,3,Ep 3,2021-10-06,5790000,5.6,326
41,US,561,4,Ep 4,2021-10-13,5680000,6.2,300
41,US,562,5,Ep 5,2021-10-20,5620000,5.8,281
41,US,563,6,Ep 6,2021-10-27,5320000,5.3,317
41,US,564,7,Ep 7,2021-11-03,5470000,6.8,288
41,US,565,8,Ep 8,2021-11-10,5560000,6,241
41,US,566,9,Ep 9,2021-11-17,5760000,6.4,238
41,US,567,10,Ep 10,2021-11-24,5540000,7.3,283
41,US,568,11,Ep 11,2021-12-01,5630000,5.3,325
41,US,569,12,Ep 12,2021-12-08,5700000,5.7,229
41,US,570,13,Finale,2021-12-15,5820000,4.8,349
42,US,571,1,Ep 1,2022-03-09,4960000,7.4,225
42,US,572,2,Ep 2,2022-03-16,5060000,7.2,175
42,US,573,3,Ep 3,2022-03-23,5350000,7.9,185
42,US,574,4,Ep 4,2022-03-30,5630000,7.1,148
42,US,575,5,Ep 5,2022-04-06,5580000,7.2,140
42,US,576,6,Ep 6,2022-04-13,5120000,7.6,160
42,US,577,7,Ep 7,2022-04-13,5120000,7.6,160
42,US,578,8,Ep 8,2022-04-20,5430000,7.3,141
42,US,579,9,Ep 9,2022-04-27,5720000,5.1,412
42,US,580,10,Ep 10,2022-05-04,5620000,7.2,148
42,US,581,11,Ep 11,2022-05-11,5380000,8.7,183
42,US,582,12,Ep 12,2022-05-18,5700000,8.2,135
42,US,583,13,Finale,2022-05-25,5110000,7.6,183
43,US,584,1,Ep 1,2022-09-21,5050000,7,182
43,US,585,2,Ep 2,2022-09-28,4570000,7.6,144
43,US,586,3,Ep 3,2022-10-05,5150000,7.2,129
43,US,587,4,Ep 4,2022-10-12,5030000,7.3,118
43,US,588,5,Ep 5,2022-10-19,4910000,7.4,114
43,US,589,6,Ep 6,2022-10-26,5170000,7.5,115
43,US,590,7,Ep 7,2022-11-02,4640000,6.7,114
43,US,591,8,Ep 8,2022-11-09,4730000,6.9,95
43,US,592,9,Ep 9,2022-11-16,5150000,7.9,103
43,US,593,10,Ep 10,2022-11-23,4890000,7.6,101
43,US,594,11,Ep 11,2022-11-30,5310000,7.7,95
43,US,595,12,Ep 12,2022-12-07,5340000,9.1,162
43,US,596,13,Finale,2022-12-14,4980000,7.2,112
44,US,597,1,Ep 1,2023-03-01,4760000,7.8,179
44,US,598,2,Ep 2,2023-03-08,4950000,7.6,130
44,US,599,3,Ep 3,2023-03-15,4990000,7.3,124
44,US,600,4,Ep 4,2023-03-22,5190000,7.7,117
44,US,601,5,Ep 5,2023-03-29,5250000,7.4,112
44,US,602,6,Ep 6,2023-04-05,5190000,7.6,108
44,US,603,7,Ep 7,2023-04-12,5340000,6.7,136
44,US,604,8,Ep 8,2023-04-19,5290000,8.3,108
44,US,605,9,Ep 9,2023-04-26,5220000,7.8,91
44,US,606,10,Ep 10,2023-05-03,4960000,7.8,85
44,US,607,11,Ep 11,2023-05-10,4780000,8.8,96
44,US,608,12,Ep 12,2023-05-17,4710000,7.9,64
44,US,609,13,Finale,2023-05-24,4410000,8.4,16
45,US,610,1,Ep 1,2023-09-27,5240000,6.2,231
45,US,611,2,Ep 2,2023-10-04,4880000,7.2,154
45,US,612,3,Ep 3,2023-10-11,5090000,8.1,153
45,US,613,4,Ep 4,2023-10-18,4920000,6.2,147
45,US,614,5,Ep 5,2023-10-25,5030000,7.2,117
45,US,615,6,Ep 6,2023-11-01,4860000,9,202
45,US,616,7,Ep 7,2023-11-08,4530000,7.2,116
45,US,617,8,Ep 8,2023-11-15,5140000,8.7,137
45,US,618,9,Ep 9,2023-11-22,4900000,7.5,99
45,US,619,10,Ep 10,2023-11-29,5020000,8,102
45,US,620,11,Ep 11,2023-12-06,4840000,7.9,101
45,US,621,12,Ep 12,2023-12-13,5330000,8.1,70
45,US,622,13,Finale,2023-12-20,4730000,7.8,24
46,US,623,1,Ep 1,2024-02-28,4900000,7.1,172
46,US,624,2,Ep 2,2024-03-06,4430000,6.8,154
46,US,625,3,Ep 3,2024-03-13,4780000,6.1,157
46,US,626,4,Ep 4,2024-03-20,4680000,5.5,166
46,US,627,5,Ep 5,2024-03-27,4720000,7.2,132
46,US,628,6,Ep 6,2024-04-03,5050000,7.1,113
46,US,629,7,Ep 7,2024-04-10,4640000,7.9,135
46,US,630,8,Ep 8,2024-04-17,4840000,8.4,169
46,US,631,9,Ep 9,2024-04-24,4910000,8,138
46,US,632,10,Ep 10,2024-05-01,4790000,8.5,138
46,US,633,11,Ep 11,2024-05-08,4690000,7.8,104
46,US,634,12,Ep 12,2024-05-15,4710000,8.2,85
46,US,635,13,Finale,2024-05-22,4510000,7,43
47,US,636,1,Ep 1,2024-09-18,NA,7.1,175
47,US,637,2,Ep 2,2024-09-25,NA,7.6,144
47,US,638,3,Ep 3,2024-10-02,NA,7.4,137
47,US,639,4,Ep 4,2024-10-09,NA,8.2,164
47,US,640,5,Ep 5,2024-10-16,NA,7.9,135
47,US,641,6,Ep 6,2024-10-23,NA,8.7,145
47,US,642,7,Ep 7,2024-10-30,NA,8,137
47,US,643,8,Ep 8,2024-11-06,NA,7.9,126
47,US,644,9,Ep 9,2024-11-13,NA,7.6,117
47,US,645,10,Ep 10,2024-11-20,NA,7.9,111
47,US,646,11,Ep 11,2024-11-27,NA,7.3,115
47,US,647,12,Ep 12,2024-12-04,NA,9.6,398
47,US,648,13,Ep 13,2024-12-11,NA,8.7,134
47,US,649,14,Ep 14,2024-12-18,NA,8.3,84
1,US,NA,14,Reunion,2000-08-23,38770000,6.5,258
2,US,NA,16,Reunion,2001-05-03,28010000,6.4,250
3,US,NA,15,Reunion,2002-01-10,19050000,6.2,137
4,US,NA,15,Reunion,2002-05-19,17890000,5.4,147
5,US,NA,15,Reunion,2002-12-19,20420000,5.8,140
6,US,NA,15,Reunion,2003-05-11,17650000,6.6,236
7,US,NA,15,Reunion,2003-12-14,26190000,7.9,231
8,US,NA,17,Reunion,2004-05-09,28360000,7.6,157
9,US,NA,15,Reunion,2004-12-12,NA,6.7,200
10,US,NA,15,Reunion,2005-05-15,21700000,7.4,206
11,US,NA,15,Reunion,2005-12-11,15210000,7.3,90
12,US,NA,16,Reunion,2006-05-14,NA,6.9,95
13,US,NA,16,Reunion,2006-12-17,NA,7.4,110
14,US,NA,15,Reunion,2007-05-13,NA,6.6,95
15,US,NA,15,Reunion,2007-12-16,NA,7.3,113
16,US,NA,15,Reunion,2008-05-11,10840000,6.9,109
17,US,NA,14,Reunion,2008-12-14,11740000,7.1,205
18,US,NA,15,Reunion,2009-05-17,11590000,7.5,112
19,US,NA,16,Reunion,2009-12-20,11680000,6.5,103
20,US,NA,15,Reunion,2010-05-16,10650000,7.6,119
21,US,NA,16,Reunion,2010-12-19,11190000,6.6,74
22,US,NA,15,Reunion,2011-05-15,10950000,6.6,89
23,US,NA,16,Reunion,2011-12-18,9920000,6.7,86
24,US,NA,15,Reunion,2012-05-13,7720000,6.3,79
25,US,NA,15,Reunion,2012-12-16,8770000,7.1,187
26,US,NA,15,Reunion,2013-05-12,8130000,5.7,113
27,US,NA,15,Reunion,2013-12-15,7460000,6.4,80
28,US,NA,14,Reunion,2014-05-21,7140000,7,129
29,US,NA,15,Reunion,2014-12-17,7310000,NA,NA
30,US,NA,15,Reunion,2015-05-20,7210000,NA,NA
31,US,NA,15,Reunion,2015-12-16,6490000,NA,NA
32,US,NA,15,Reunion,2016-05-18,6420000,5.9,113
33,US,NA,14,Reunion,2016-12-14,6400000,7.4,144
34,US,NA,13,Reunion,2017-05-24,5840000,7.5,110
35,US,NA,14,Reunion,2017-12-20,5970000,5.2,115
36,US,NA,14,Reunion,2018-05-23,4620000,5.8,102
37,US,NA,14,Reunion,2018-12-19,5170000,7.2,268
38,US,NA,14,Reunion,2019-05-15,4640000,6.8,237
39,US,NA,14,Reunion,2019-12-18,4610000,6.3,101
2,AU,NA,27,Reunion,2017-10-10,508000,8.4,26
3,AU,NA,25,Reunion,2018-10-09,609000,7.8,21
2,SA,NA,14,Reunion,2007-11-14,NA,NA,NA
3,SA,NA,15,Reunion,2010-04-21,NA,NA,NA
4,SA,NA,14,Reunion,2011-05-26,NA,NA,NA
8,SA,NA,17,Reunion,2021-09-16,NA,NA,NA
9,SA,NA,24,Reunion,2022-08-25,NA,8.5,10
